,date,time,ticket_number,article,Quantity,unit_price
460496,2022-08-09,16:51,275054.0,CAMPAGNE,1.0,"2,00 €"
460499,2022-08-09,16:53,275055.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460502,2022-08-09,16:54,275056.0,BAGUETTE,1.0,"1,00 €"
460505,2022-08-09,16:55,275057.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460508,2022-08-09,16:56,275058.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
460511,2022-08-09,16:58,275059.0,CROISSANT,4.0,"1,20 €"
460512,2022-08-09,16:58,275059.0,PAIN AU CHOCOLAT,4.0,"1,30 €"
460515,2022-08-09,17:02,275060.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460518,2022-08-09,17:08,275061.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460521,2022-08-09,17:10,275062.0,BOULE 400G,1.0,"1,70 €"
460522,2022-08-09,17:10,275062.0,COUPE,1.0,"0,15 €"
460525,2022-08-09,17:23,275063.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460528,2022-08-09,17:27,275064.0,GRAND FAR BRETON,1.0,"7,50 €"
460529,2022-08-09,17:27,275064.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460532,2022-08-09,17:29,275065.0,CAMPAGNE,2.0,"2,00 €"
460533,2022-08-09,17:29,275065.0,COUPE,2.0,"0,15 €"
460534,2022-08-09,17:29,275065.0,QUIM BREAD,1.0,"1,20 €"
460537,2022-08-09,17:33,275066.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460540,2022-08-09,17:39,275067.0,KOUIGN AMANN,1.0,"2,30 €"
460541,2022-08-09,17:39,275067.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460542,2022-08-09,17:39,275067.0,COOKIE,1.0,"1,15 €"
460545,2022-08-09,17:40,275068.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460548,2022-08-09,17:45,275069.0,KOUIGN AMANN,1.0,"2,30 €"
460549,2022-08-09,17:45,275069.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460550,2022-08-09,17:45,275069.0,CARAMEL NOIX,1.0,"2,40 €"
460553,2022-08-09,17:48,275070.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460556,2022-08-09,17:50,275071.0,FLAN,1.0,"2,20 €"
460557,2022-08-09,17:50,275071.0,CROISSANT AMANDES,1.0,"1,60 €"
460558,2022-08-09,17:50,275071.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460561,2022-08-09,17:51,275072.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460564,2022-08-09,17:56,275073.0,BAGUETTE,1.0,"1,00 €"
460567,2022-08-09,18:04,275074.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460568,2022-08-09,18:04,275074.0,CEREAL BAGUETTE,1.0,"1,35 €"
460571,2022-08-09,18:08,275075.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460574,2022-08-09,18:10,275076.0,ECLAIR,2.0,"2,20 €"
460577,2022-08-09,18:10,275077.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460580,2022-08-09,18:12,275078.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460583,2022-08-09,18:14,275079.0,DEMI BAGUETTE,1.0,"0,50 €"
460586,2022-08-09,18:14,275080.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460589,2022-08-09,18:19,275081.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460592,2022-08-09,18:22,275082.0,CEREAL BAGUETTE,1.0,"1,35 €"
460595,2022-08-09,18:22,275083.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
460598,2022-08-09,18:23,275084.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460601,2022-08-09,18:23,275085.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460606,2022-08-09,18:28,275087.0,SPECIAL BREAD KG,1.0,"5,20 €"
460609,2022-08-09,18:30,275088.0,QUIM BREAD,1.0,"1,20 €"
460610,2022-08-09,18:30,275088.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460611,2022-08-09,18:30,275088.0,CAMPAGNE,1.0,"2,00 €"
460614,2022-08-09,18:31,275089.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460617,2022-08-09,18:35,275090.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
460620,2022-08-09,18:36,275091.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460623,2022-08-09,18:40,275092.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460626,2022-08-09,18:49,275093.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460629,2022-08-09,18:51,275094.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460632,2022-08-09,18:52,275095.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460635,2022-08-09,18:53,275096.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460638,2022-08-09,18:56,275097.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460641,2022-08-09,18:56,275098.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460644,2022-08-09,19:01,275099.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460647,2022-08-09,19:05,275100.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460650,2022-08-09,19:07,275101.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460651,2022-08-09,19:07,275101.0,PAIN AUX RAISINS,1.0,"1,60 €"
460652,2022-08-09,19:07,275101.0,BOISSON 33CL,2.0,"1,50 €"
460657,2022-08-10,07:22,275103.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460660,2022-08-10,07:23,275104.0,BAGUETTE,2.0,"1,00 €"
460663,2022-08-10,07:25,275105.0,PAIN AU CHOCOLAT,4.0,"1,30 €"
460666,2022-08-10,07:26,275106.0,PAIN AUX RAISINS,2.0,"1,60 €"
460667,2022-08-10,07:26,275106.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460668,2022-08-10,07:26,275106.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460669,2022-08-10,07:26,275106.0,CROISSANT,2.0,"1,20 €"
460672,2022-08-10,07:28,275107.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
460673,2022-08-10,07:28,275107.0,CROISSANT,1.0,"1,20 €"
460674,2022-08-10,07:28,275107.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460677,2022-08-10,07:31,275108.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
460678,2022-08-10,07:31,275108.0,CROISSANT,1.0,"1,20 €"
460679,2022-08-10,07:31,275108.0,CAFE OU EAU,2.0,"1,00 €"
460682,2022-08-10,07:33,275109.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460683,2022-08-10,07:33,275109.0,CROISSANT,3.0,"1,20 €"
460686,2022-08-10,07:35,275110.0,FICELLE,1.0,"0,70 €"
460687,2022-08-10,07:35,275110.0,COMPLET,1.0,"1,90 €"
460688,2022-08-10,07:35,275110.0,COUPE,1.0,"0,15 €"
460689,2022-08-10,07:35,275110.0,DEMI BAGUETTE,1.0,"0,50 €"
460692,2022-08-10,07:36,275111.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460693,2022-08-10,07:36,275111.0,CROISSANT,4.0,"1,20 €"
460694,2022-08-10,07:36,275111.0,FICELLE,1.0,"0,70 €"
460697,2022-08-10,07:39,275112.0,COUPE,1.0,"0,15 €"
460698,2022-08-10,07:39,275112.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460699,2022-08-10,07:39,275112.0,CROISSANT,15.0,"1,20 €"
460700,2022-08-10,07:39,275112.0,SEIGLE,1.0,"2,00 €"
460703,2022-08-10,07:41,275113.0,BAGUETTE,2.0,"1,00 €"
460704,2022-08-10,07:41,275113.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460707,2022-08-10,07:43,275114.0,BANETTE,1.0,"1,15 €"
460708,2022-08-10,07:43,275114.0,CROISSANT,2.0,"1,20 €"
460709,2022-08-10,07:43,275114.0,BAGUETTE,1.0,"1,00 €"
460712,2022-08-10,07:44,275115.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460713,2022-08-10,07:44,275115.0,PAIN AUX RAISINS,1.0,"1,60 €"
460716,2022-08-10,07:46,275116.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460717,2022-08-10,07:46,275116.0,CROISSANT,1.0,"1,20 €"
460718,2022-08-10,07:46,275116.0,PAIN CHOCO AMANDES,1.0,"1,70 €"
460721,2022-08-10,07:48,275117.0,BAGUETTE,1.0,"1,00 €"
460722,2022-08-10,07:48,275117.0,CROISSANT,1.0,"1,20 €"
460725,2022-08-10,07:50,275118.0,CROISSANT,4.0,"1,20 €"
460726,2022-08-10,07:50,275118.0,PAIN AU CHOCOLAT,5.0,"1,30 €"
460727,2022-08-10,07:50,275118.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460728,2022-08-10,07:50,275118.0,CAFE OU EAU,1.0,"1,00 €"
460731,2022-08-10,07:52,275119.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
460732,2022-08-10,07:52,275119.0,BANETTE,1.0,"1,15 €"
460735,2022-08-10,07:55,275120.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460738,2022-08-10,07:56,275121.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460741,2022-08-10,08:03,275122.0,CROISSANT,12.0,"1,20 €"
460742,2022-08-10,08:03,275122.0,BANETTE,2.0,"1,15 €"
460745,2022-08-10,08:04,275123.0,BAGUETTE,3.0,"1,00 €"
460748,2022-08-10,08:07,275124.0,CAFE OU EAU,1.0,"1,00 €"
460751,2022-08-10,08:09,275125.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460752,2022-08-10,08:09,275125.0,CROISSANT,1.0,"1,20 €"
460755,2022-08-10,08:12,275126.0,PALET BRETON,2.0,"1,20 €"
460756,2022-08-10,08:12,275126.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460757,2022-08-10,08:12,275126.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460760,2022-08-10,08:13,275127.0,FICELLE,1.0,"0,70 €"
460761,2022-08-10,08:13,275127.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460764,2022-08-10,08:15,275128.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460765,2022-08-10,08:15,275128.0,VIK BREAD,1.0,"2,70 €"
460766,2022-08-10,08:15,275128.0,COUPE,1.0,"0,15 €"
460769,2022-08-10,08:16,275129.0,BAGUETTE,1.0,"1,00 €"
460772,2022-08-10,08:18,275130.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460773,2022-08-10,08:18,275130.0,COUPE,1.0,"0,15 €"
460774,2022-08-10,08:18,275130.0,BANETTE,4.0,"1,15 €"
460775,2022-08-10,08:18,275130.0,SEIGLE,1.0,"2,00 €"
460778,2022-08-10,08:20,275131.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460779,2022-08-10,08:20,275131.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460780,2022-08-10,08:20,275131.0,CROISSANT,1.0,"1,20 €"
460783,2022-08-10,08:22,275132.0,CROISSANT,1.0,"1,20 €"
460784,2022-08-10,08:22,275132.0,CAFE OU EAU,2.0,"1,00 €"
460785,2022-08-10,08:22,275132.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
460788,2022-08-10,08:24,275133.0,CROISSANT,3.0,"1,20 €"
460789,2022-08-10,08:24,275133.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460792,2022-08-10,08:25,275134.0,PAIN BANETTE,1.0,"1,60 €"
460795,2022-08-10,08:26,275135.0,MOISSON,1.0,"2,20 €"
460796,2022-08-10,08:26,275135.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460799,2022-08-10,08:27,275136.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460800,2022-08-10,08:27,275136.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460801,2022-08-10,08:27,275136.0,CROISSANT,2.0,"1,20 €"
460804,2022-08-10,08:28,275137.0,CROISSANT,1.0,"1,20 €"
460805,2022-08-10,08:28,275137.0,BANETTINE,1.0,"0,70 €"
460806,2022-08-10,08:28,275137.0,PAIN AUX RAISINS,1.0,"1,60 €"
460809,2022-08-10,08:28,275138.0,BAGUETTE,1.0,"1,00 €"
460812,2022-08-10,08:30,275139.0,BOULE 400G,1.0,"1,70 €"
460813,2022-08-10,08:30,275139.0,BAGUETTE,1.0,"1,00 €"
460814,2022-08-10,08:30,275139.0,COUPE,1.0,"0,15 €"
460817,2022-08-10,08:31,275140.0,PAIN AUX RAISINS,2.0,"1,60 €"
460818,2022-08-10,08:31,275140.0,BANETTE,2.0,"1,15 €"
460821,2022-08-10,08:33,275141.0,COUPE,1.0,"0,15 €"
460822,2022-08-10,08:33,275141.0,BANETTINE,1.0,"0,70 €"
460823,2022-08-10,08:33,275141.0,SPECIAL BREAD,1.0,"2,60 €"
460826,2022-08-10,08:33,275142.0,CROISSANT,1.0,"1,20 €"
460827,2022-08-10,08:33,275142.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
460830,2022-08-10,08:34,275143.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460831,2022-08-10,08:34,275143.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460834,2022-08-10,08:35,275144.0,BRIOCHE,1.0,"6,00 €"
460835,2022-08-10,08:35,275144.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
460838,2022-08-10,08:36,275145.0,BANETTE,3.0,"1,15 €"
460841,2022-08-10,08:37,275146.0,BOULE 400G,1.0,"1,70 €"
460842,2022-08-10,08:37,275146.0,COUPE,1.0,"0,15 €"
460845,2022-08-10,08:37,275147.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460848,2022-08-10,08:38,275148.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460851,2022-08-10,08:39,275149.0,FICELLE,4.0,"0,70 €"
460852,2022-08-10,08:39,275149.0,TRADITIONAL BAGUETTE,5.0,"1,30 €"
460855,2022-08-10,08:40,275150.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460856,2022-08-10,08:40,275150.0,BOULE 400G,1.0,"1,70 €"
460857,2022-08-10,08:40,275150.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460858,2022-08-10,08:40,275150.0,COUPE,1.0,"0,15 €"
460861,2022-08-10,08:42,275151.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460864,2022-08-10,08:42,275152.0,COUPE,1.0,"0,15 €"
460865,2022-08-10,08:42,275152.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460866,2022-08-10,08:42,275152.0,CAMPAGNE,1.0,"2,00 €"
460869,2022-08-10,08:43,275153.0,PAIN AUX RAISINS,2.0,"1,60 €"
460870,2022-08-10,08:43,275153.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460873,2022-08-10,08:44,275154.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460876,2022-08-10,08:44,275155.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460879,2022-08-10,08:45,275156.0,CROISSANT,5.0,"1,20 €"
460880,2022-08-10,08:45,275156.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460881,2022-08-10,08:45,275156.0,FICELLE,1.0,"0,70 €"
460884,2022-08-10,08:46,275157.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460885,2022-08-10,08:46,275157.0,BRIOCHE,1.0,"6,00 €"
460888,2022-08-10,08:48,275158.0,CROISSANT,2.0,"1,20 €"
460889,2022-08-10,08:48,275158.0,BANETTE,4.0,"1,15 €"
460890,2022-08-10,08:48,275158.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460893,2022-08-10,08:49,275159.0,COMPLET,1.0,"1,90 €"
460894,2022-08-10,08:49,275159.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460897,2022-08-10,08:50,275160.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460898,2022-08-10,08:50,275160.0,PAIN CHOCO AMANDES,1.0,"1,70 €"
460899,2022-08-10,08:50,275160.0,QUIM BREAD,1.0,"1,20 €"
460900,2022-08-10,08:50,275160.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460901,2022-08-10,08:50,275160.0,COOKIE,1.0,"1,15 €"
460904,2022-08-10,08:51,275161.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460905,2022-08-10,08:51,275161.0,BOULE 400G,1.0,"1,70 €"
460908,2022-08-10,08:53,275162.0,CROISSANT AMANDES,2.0,"1,60 €"
460909,2022-08-10,08:53,275162.0,PALET BRETON,2.0,"1,20 €"
460910,2022-08-10,08:53,275162.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460911,2022-08-10,08:53,275162.0,GRAND FAR BRETON,1.0,"7,50 €"
460914,2022-08-10,08:54,275163.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
460917,2022-08-10,08:54,275164.0,PAIN AU CHOCOLAT,3.0,"1,30 €"
460920,2022-08-10,08:55,275165.0,CROISSANT,2.0,"1,20 €"
460921,2022-08-10,08:55,275165.0,PAIN AU CHOCOLAT,2.0,"1,30 €"
460922,2022-08-10,08:55,275165.0,BAGUETTE,4.0,"1,00 €"
460925,2022-08-10,08:57,275166.0,TRADITIONAL BAGUETTE,5.0,"1,30 €"
460928,2022-08-10,08:58,275167.0,CROISSANT,2.0,"1,20 €"
460931,2022-08-10,08:58,275168.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460934,2022-08-10,08:58,275169.0,PAIN BANETTE,1.0,"1,60 €"
460935,2022-08-10,08:58,275169.0,BAGUETTE,1.0,"1,00 €"
460938,2022-08-10,08:59,275170.0,PAIN AUX RAISINS,1.0,"1,60 €"
460939,2022-08-10,08:59,275170.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460940,2022-08-10,08:59,275170.0,CROISSANT,4.0,"1,20 €"
460943,2022-08-10,08:59,275171.0,BAGUETTE,1.0,"1,00 €"
460944,2022-08-10,08:59,275171.0,BRIOCHE,1.0,"6,00 €"
460947,2022-08-10,09:00,275172.0,BANETTE,2.0,"1,15 €"
460950,2022-08-10,09:00,275173.0,BAGUETTE,1.0,"1,00 €"
460951,2022-08-10,09:00,275173.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460954,2022-08-10,09:00,275174.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460955,2022-08-10,09:00,275174.0,BAGUETTE,2.0,"1,00 €"
460958,2022-08-10,09:01,275175.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460959,2022-08-10,09:01,275175.0,CROISSANT,8.0,"1,20 €"
460962,2022-08-10,09:02,275176.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460965,2022-08-10,09:04,275177.0,CROISSANT,1.0,"1,20 €"
460966,2022-08-10,09:04,275177.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460969,2022-08-10,09:07,275178.0,CEREAL BAGUETTE,2.0,"1,35 €"
460970,2022-08-10,09:07,275178.0,COOKIE,1.0,"1,15 €"
460971,2022-08-10,09:07,275178.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
460974,2022-08-10,09:07,275179.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460977,2022-08-10,09:08,275180.0,BANETTINE,1.0,"0,70 €"
460980,2022-08-10,09:10,275181.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460983,2022-08-10,09:11,275182.0,BAGUETTE,2.0,"1,00 €"
460984,2022-08-10,09:11,275182.0,PAIN BANETTE,2.0,"1,60 €"
460987,2022-08-10,09:13,275183.0,BAGUETTE GRAINE,1.0,"1,40 €"
460988,2022-08-10,09:13,275183.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
460989,2022-08-10,09:13,275183.0,BAGUETTE,3.0,"1,00 €"
460992,2022-08-10,09:14,275184.0,BANETTE,2.0,"1,15 €"
460995,2022-08-10,09:15,275185.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
460998,2022-08-10,09:18,275186.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
460999,2022-08-10,09:18,275186.0,CROISSANT,1.0,"1,20 €"
461000,2022-08-10,09:18,275186.0,CAMPAGNE,1.0,"2,00 €"
461001,2022-08-10,09:18,275186.0,QUIM BREAD,2.0,"1,20 €"
461002,2022-08-10,09:18,275186.0,BAGUETTE,1.0,"1,00 €"
461003,2022-08-10,09:18,275186.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
461004,2022-08-10,09:18,275186.0,COUPE,1.0,"0,15 €"
461007,2022-08-10,09:19,275187.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461010,2022-08-10,09:19,275188.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
461013,2022-08-10,09:20,275189.0,SPECIAL BREAD,1.0,"2,60 €"
461014,2022-08-10,09:20,275189.0,COUPE,1.0,"0,15 €"
461017,2022-08-10,09:21,275190.0,BAGUETTE,2.0,"1,00 €"
461020,2022-08-10,09:26,275191.0,SEIGLE,1.0,"2,00 €"
461021,2022-08-10,09:26,275191.0,COUPE,2.0,"0,15 €"
461022,2022-08-10,09:26,275191.0,MOISSON,1.0,"2,20 €"
461023,2022-08-10,09:26,275191.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461026,2022-08-10,09:26,275192.0,BAGUETTE,1.0,"1,00 €"
461029,2022-08-10,09:27,275193.0,PAIN BANETTE,1.0,"1,60 €"
461030,2022-08-10,09:27,275193.0,KOUIGN AMANN,1.0,"2,30 €"
461033,2022-08-10,09:27,275194.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461036,2022-08-10,09:28,275195.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461039,2022-08-10,09:30,275196.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461042,2022-08-10,09:30,275197.0,SPECIAL BREAD,1.0,"2,60 €"
461045,2022-08-10,09:31,275198.0,COUPE,1.0,"0,15 €"
461046,2022-08-10,09:31,275198.0,SPECIAL BREAD,1.0,"2,60 €"
461049,2022-08-10,09:32,275199.0,SPECIAL BREAD,1.0,"2,60 €"
461050,2022-08-10,09:32,275199.0,BANETTE,1.0,"1,15 €"
461053,2022-08-10,09:33,275200.0,COUPE,1.0,"0,15 €"
461054,2022-08-10,09:33,275200.0,MOISSON,1.0,"2,20 €"
461057,2022-08-10,09:33,275201.0,BANETTE,2.0,"1,15 €"
461060,2022-08-10,09:34,275202.0,COUPE,1.0,"0,15 €"
461061,2022-08-10,09:34,275202.0,CAMPAGNE,1.0,"2,00 €"
461064,2022-08-10,09:35,275203.0,TRADITIONAL BAGUETTE,5.0,"1,30 €"
461065,2022-08-10,09:35,275203.0,CROISSANT,6.0,"1,20 €"
461068,2022-08-10,09:35,275204.0,BANETTE,2.0,"1,15 €"
461069,2022-08-10,09:35,275204.0,PAIN BANETTE,1.0,"1,60 €"
461072,2022-08-10,09:36,275205.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461075,2022-08-10,09:37,275206.0,BOULE 200G,1.0,"1,20 €"
461076,2022-08-10,09:37,275206.0,COUPE,1.0,"0,15 €"
461077,2022-08-10,09:37,275206.0,BAGUETTE,1.0,"1,00 €"
461080,2022-08-10,09:38,275207.0,ECLAIR,1.0,"2,20 €"
461081,2022-08-10,09:38,275207.0,COOKIE,1.0,"1,15 €"
461082,2022-08-10,09:38,275207.0,CROISSANT AMANDES,2.0,"1,60 €"
461083,2022-08-10,09:38,275207.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461086,2022-08-10,09:39,275208.0,BANETTE,1.0,"1,15 €"
461089,2022-08-10,09:39,275209.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461092,2022-08-10,09:40,275210.0,BAGUETTE,1.0,"1,00 €"
461095,2022-08-10,09:40,275211.0,CAFE OU EAU,2.0,"1,00 €"
461096,2022-08-10,09:40,275211.0,FORMULE SANDWICH,3.0,"7,00 €"
461097,2022-08-10,09:40,275211.0,PAIN AU CHOCOLAT,4.0,"1,30 €"
461098,2022-08-10,09:40,275211.0,CROISSANT,4.0,"1,20 €"
461101,2022-08-10,09:46,275212.0,COUPE,2.0,"0,15 €"
461102,2022-08-10,09:46,275212.0,TRADITIONAL BAGUETTE,4.0,"1,30 €"
461105,2022-08-10,09:47,275213.0,QUIM BREAD,1.0,"1,20 €"
461106,2022-08-10,09:47,275213.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461107,2022-08-10,09:47,275213.0,COUPE,1.0,"0,15 €"
461108,2022-08-10,09:47,275213.0,VIK BREAD,1.0,"2,70 €"
461109,2022-08-10,09:47,275213.0,KOUIGN AMANN,2.0,"2,30 €"
461112,2022-08-10,09:48,275214.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461115,2022-08-10,09:49,275215.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
461118,2022-08-10,09:49,275216.0,TARTELETTE,4.0,"2,20 €"
461121,2022-08-10,09:50,275217.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461124,2022-08-10,09:51,275218.0,BANETTE,4.0,"1,15 €"
461127,2022-08-10,09:52,275219.0,COUPE,1.0,"0,15 €"
461128,2022-08-10,09:52,275219.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461129,2022-08-10,09:52,275219.0,VIK BREAD,1.0,"2,70 €"
461132,2022-08-10,09:52,275220.0,FLAN ABRICOT,1.0,"2,30 €"
461133,2022-08-10,09:52,275220.0,PAIN BANETTE,1.0,"1,60 €"
461134,2022-08-10,09:52,275220.0,FLAN,1.0,"2,20 €"
461137,2022-08-10,09:53,275221.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461140,2022-08-10,09:54,275222.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461143,2022-08-10,09:54,275223.0,BANETTE,2.0,"1,15 €"
461146,2022-08-10,09:55,275224.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
461149,2022-08-10,09:55,275225.0,BANETTE,1.0,"1,15 €"
461152,2022-08-10,09:55,275226.0,BAGUETTE,1.0,"1,00 €"
461155,2022-08-10,09:56,275227.0,GRAND FAR BRETON,1.0,"7,50 €"
461156,2022-08-10,09:56,275227.0,PAIN AU CHOCOLAT,1.0,"1,30 €"
461157,2022-08-10,09:56,275227.0,CHAUSSON AUX POMMES,1.0,"1,60 €"
461158,2022-08-10,09:56,275227.0,COOKIE,1.0,"1,15 €"
461159,2022-08-10,09:56,275227.0,CROISSANT,1.0,"1,20 €"
461162,2022-08-10,09:57,275228.0,BAGUETTE,2.0,"1,00 €"
461165,2022-08-10,09:58,275229.0,PAIN AU CHOCOLAT,3.0,"1,30 €"
461166,2022-08-10,09:58,275229.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461167,2022-08-10,09:58,275229.0,GD KOUIGN AMANN,1.0,"9,00 €"
461170,2022-08-10,09:59,275230.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461173,2022-08-10,10:00,275231.0,TRADITIONAL BAGUETTE,3.0,"1,30 €"
461176,2022-08-10,10:00,275232.0,TRADITIONAL BAGUETTE,1.0,"1,30 €"
461179,2022-08-10,10:01,275233.0,PAIN AU CHOCOLAT,4.0,"1,30 €"
461182,2022-08-10,10:02,275234.0,COUPE,1.0,"0,15 €"
461183,2022-08-10,10:02,275234.0,BOULE 200G,1.0,"1,20 €"
461184,2022-08-10,10:02,275234.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
461187,2022-08-10,10:02,275235.0,TRADITIONAL BAGUETTE,2.0,"1,30 €"
