forecast_line_id,forecast_date,outlet_id,outlet_name,outlet_type,sku_id,sku_name,sku_category,daypart,predicted_p10_rounded,predicted_p50_rounded,predicted_p90_rounded,recommended_prep_qty,decision_posture,recommended_expected_cost,recommended_expected_waste_units,recommended_expected_stockout_units,cost_saving_vs_p50_prep,cost_saving_vs_p90_prep,weather_condition,rain_mm,temperature,reason_tags_text,decision_explanation,model_version,selected_model_name
fcst_149,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,brioche,Brioche,Pastry,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Brioche at Subang Residential during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_150,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,brioche,Brioche,Pastry,morning,0,0,1,0,conservative_low_prep,1.0499999999999998,0.0,0.25,0.0,15.05,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Brioche at Subang Residential during morning, forecast demand range is 0–1 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_151,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,brownie,Brownie,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Brownie at Subang Residential during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_152,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,brownie,Brownie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Brownie at Subang Residential during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_153,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,brownie,Brownie,Dessert,morning,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Brownie at Subang Residential during morning, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_154,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,butter_croissant,Butter Croissant,Pastry,evening,2,3,8,10,high_service_p90_prep,20.400000000000002,6.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Butter Croissant at Subang Residential during evening, forecast demand range is 2–8 units with median 3. Recommended prep is 10 units. Expected waste is about 6.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_155,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,butter_croissant,Butter Croissant,Pastry,midday,2,4,7,10,high_service_p90_prep,19.55,5.75,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Butter Croissant at Subang Residential during midday, forecast demand range is 2–7 units with median 4. Recommended prep is 10 units. Expected waste is about 5.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_156,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,butter_croissant,Butter Croissant,Pastry,morning,10,26,41,25,below_p50_cost_control,35.7,3.75,4.5,2.125,29.750000000000014,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Butter Croissant at Subang Residential during morning, forecast demand range is 10–41 units with median 26. Recommended prep is 25 units. Expected waste is about 3.8 units and expected stockout is about 4.5 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_157,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,cake_slice,Cake Slice,Dessert,evening,1,1,5,4,above_p50_service_protection,11.025,2.25,0.25,0.0,14.175000000000002,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Cake Slice at Subang Residential during evening, forecast demand range is 1–5 units with median 1. Recommended prep is 4 units. Expected waste is about 2.2 units and expected stockout is about 0.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_158,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,cake_slice,Cake Slice,Dessert,midday,0,3,6,4,above_p50_service_protection,9.450000000000001,1.5,0.5,0.0,11.549999999999999,clear,0.0,29.5,weekend_pattern,"For Cake Slice at Subang Residential during midday, forecast demand range is 0–6 units with median 3. Recommended prep is 4 units. Expected waste is about 1.5 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_159,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,cake_slice,Cake Slice,Dessert,morning,1,5,12,4,below_p50_cost_control,18.9,0.75,2.5,1.0500000000000043,7.350000000000001,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Cake Slice at Subang Residential during morning, forecast demand range is 1–12 units with median 5. Recommended prep is 4 units. Expected waste is about 0.8 units and expected stockout is about 2.5 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_160,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,chocolate_cookie,Chocolate Cookie,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at Subang Residential during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_161,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,chocolate_cookie,Chocolate Cookie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Chocolate Cookie at Subang Residential during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_162,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,chocolate_cookie,Chocolate Cookie,Dessert,morning,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at Subang Residential during morning, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_163,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,0,0,2,0,conservative_low_prep,1.95,0.0,0.5,0.0,12.350000000000001,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure","For Coffee Bun / Sweet Bun at Subang Residential during evening, forecast demand range is 0–2 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.5 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_164,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,0,2,4,6,high_service_p90_prep,10.400000000000002,4.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Coffee Bun / Sweet Bun at Subang Residential during midday, forecast demand range is 0–4 units with median 2. Recommended prep is 6 units. Expected waste is about 4.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_165,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,1,3,8,6,above_p50_service_protection,9.1,2.75,0.5,0.0,12.350000000000003,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Coffee Bun / Sweet Bun at Subang Residential during morning, forecast demand range is 1–8 units with median 3. Recommended prep is 6 units. Expected waste is about 2.8 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_166,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,country_sourdough,Country Sourdough,Bread,evening,4,5,13,5,near_p50_balanced,15.599999999999998,0.25,2.0,0.0,24.000000000000004,clear,0.0,29.5,"weekend_pattern,high_uncertainty","For Country Sourdough at Subang Residential during evening, forecast demand range is 4–13 units with median 5. Recommended prep is 5 units. Expected waste is about 0.2 units and expected stockout is about 2.0 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_167,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,country_sourdough,Country Sourdough,Bread,midday,5,11,17,10,below_p50_cost_control,22.2,1.25,2.25,3.0000000000000036,21.00000000000001,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure,high_uncertainty","For Country Sourdough at Subang Residential during midday, forecast demand range is 5–17 units with median 11. Recommended prep is 10 units. Expected waste is about 1.2 units and expected stockout is about 2.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_168,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,country_sourdough,Country Sourdough,Bread,morning,13,20,33,20,near_p50_balanced,31.8,1.75,3.25,0.0,33.000000000000014,clear,0.0,29.5,"weekend_pattern,high_uncertainty","For Country Sourdough at Subang Residential during morning, forecast demand range is 13–33 units with median 20. Recommended prep is 20 units. Expected waste is about 1.8 units and expected stockout is about 3.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_169,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,fruit_tart,Fruit Tart,Dessert,evening,0,1,4,4,high_service_p90_prep,9.5,2.5,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Fruit Tart at Subang Residential during evening, forecast demand range is 0–4 units with median 1. Recommended prep is 4 units. Expected waste is about 2.5 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_170,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,fruit_tart,Fruit Tart,Dessert,midday,0,2,5,4,above_p50_service_protection,9.025,2.0,0.25,0.0,12.825000000000001,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Fruit Tart at Subang Residential during midday, forecast demand range is 0–5 units with median 2. Recommended prep is 4 units. Expected waste is about 2.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_171,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,fruit_tart,Fruit Tart,Dessert,morning,1,2,4,4,high_service_p90_prep,6.65,1.75,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Fruit Tart at Subang Residential during morning, forecast demand range is 1–4 units with median 2. Recommended prep is 4 units. Expected waste is about 1.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_172,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Ham & Cheese Sandwich at Subang Residential during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_173,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,2,6,9,8,above_p50_service_protection,15.525000000000002,2.5,0.25,0.0,18.224999999999998,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure","For Ham & Cheese Sandwich at Subang Residential during midday, forecast demand range is 2–9 units with median 6. Recommended prep is 8 units. Expected waste is about 2.5 units and expected stockout is about 0.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_174,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,0,2,4,4,high_service_p90_prep,10.8,2.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Ham & Cheese Sandwich at Subang Residential during morning, forecast demand range is 0–4 units with median 2. Recommended prep is 4 units. Expected waste is about 2.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_175,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,3,8,10,high_service_p90_prep,21.120000000000005,6.0,0.0,0.0,0.0,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure","For Pain au Chocolat at Subang Residential during evening, forecast demand range is 2–8 units with median 3. Recommended prep is 10 units. Expected waste is about 6.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_176,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,pain_au_chocolat,Pain au Chocolat,Pastry,midday,0,2,6,10,high_service_p90_prep,26.400000000000002,7.5,0.0,0.0,0.0,clear,0.0,29.5,weekend_pattern,"For Pain au Chocolat at Subang Residential during midday, forecast demand range is 0–6 units with median 2. Recommended prep is 10 units. Expected waste is about 7.5 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_177,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,pain_au_chocolat,Pain au Chocolat,Pastry,morning,9,19,32,20,above_p50_service_protection,27.28,3.25,3.0,0.0,26.400000000000006,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at Subang Residential during morning, forecast demand range is 9–32 units with median 19. Recommended prep is 20 units. Expected waste is about 3.2 units and expected stockout is about 3.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_178,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,traditional_baguette,Traditional Baguette,Bread,evening,23,32,53,30,below_p50_cost_control,16.624999999999996,1.75,6.75,1.7500000000000036,18.37500000000001,clear,0.0,29.5,"weekend_pattern,recent_stockout_pressure,high_uncertainty","For Traditional Baguette at Subang Residential during evening, forecast demand range is 23–53 units with median 32. Recommended prep is 30 units. Expected waste is about 1.8 units and expected stockout is about 6.8 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_179,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,traditional_baguette,Traditional Baguette,Bread,midday,42,63,97,60,below_p50_cost_control,28.874999999999996,4.5,10.75,3.552713678800501e-15,18.375000000000004,clear,0.0,29.5,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Traditional Baguette at Subang Residential during midday, forecast demand range is 42–97 units with median 63. Recommended prep is 60 units. Expected waste is about 4.5 units and expected stockout is about 10.8 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_180,2022-10-01,subang_residential,Subang Residential,residential_neighbourhood,traditional_baguette,Traditional Baguette,Bread,morning,103,121,161,120,below_p50_cost_control,28.524999999999995,4.25,10.75,3.5000000000000036,32.375000000000014,clear,0.0,29.5,weekend_pattern,"For Traditional Baguette at Subang Residential during morning, forecast demand range is 103–161 units with median 121. Recommended prep is 120 units. Expected waste is about 4.2 units and expected stockout is about 10.8 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
